,ID(n),count(s),n.I_CODE,n.N_Name,Weight,tf_idf_sum
1679,9793,38,"['GARD:0010212', 'OMIM:269700']","['CONGENITAL GENERALIZED LIPODYSTROPHY TYPE 2', 'BERARDINELLI SEIP CONGENITAL LIPODYSTROPHY TYPE 2', 'BERARDINELLI SYNDROME', 'TOTAL LIPODYSTROPHY AND ACROMEGALOID GIGANTISM', 'BSCL2-RELATED BRUNZELL SYNDROME']",8.6e-05,5.768012321073748e-07
1680,9795,11,"['GARD:0010214', 'OMIM:605814']","['NEONATAL INTRAHEPATIC CHOLESTASIS CAUSED BY CITRIN DEFICIENCY', 'NICCD', 'NEONATAL-ONSET CITRULLINEMIA TYPE II', 'CITRIN DEFICIENCY', 'NEONATAL-ONSET CITRULLINEMIA TYPE 2']",3.28e-05,8.13387432153142e-08
1681,9797,10,"['GARD:0010215', 'OMIM:603471', 'UMLS:C1863844']","['ADULT-ONSET CITRULLINEMIA TYPE II', 'CITRULLINEMIA TYPE II', 'CITRULLINEMIA TYPE 2', 'ADULT-ONSET CITRULLINEMIA TYPE 2', 'CTLN2', 'CITRIN DEFICIENCY']",2.7600000000000003e-05,6.171578671573178e-08
1682,9800,24,"['GARD:0010216', 'OMIM:605013', 'UMLS:C1857977']","['MICROHYDRANENCEPHALY', 'MHAC', 'HYDRANENCEPHALY AND MICROCEPHALY']",4.73e-05,2.5832185587557447e-07
1683,9804,18,"['GARD:0010220', 'OMIM:609162', 'ORPHA:137678', 'ORPHANET:137678', 'UMLS:C1836683']","['CZECH DYSPLASIA METATARSAL TYPE', 'PSEUDORHEUMATOID DYSPLASIA PROGRESSIVE, WITH HYPOPLASTIC TOES']",4.18e-05,1.6671860324144355e-07
1684,9806,29,"['GARD:0010221', 'OMIM:137920', 'UMLS:C0431693']","['MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 5', 'MODY5', 'MODY TYPE 5', 'RENAL CYSTS AND DIABETES SYNDROME', 'RCAD', 'HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, ATYPICAL', 'FJHN ATYPICAL', 'GLOMERULOCYSTIC KIDNEY DISEASE, HYPOPLASTIC TYPE', 'GLOMERULOCYSTIC KIDNEY, FAMILIAL HYPOPLASTIC']",8.190000000000001e-05,3.6683883930685827e-07
1685,9810,5,"['GARD:0010223', 'OMIM:611283', 'ORPHA:79159', 'ORPHANET:79159', 'UMLS:C1969809']","['ISOBUTYRYL-COA DEHYDROGENASE DEFICIENCY', 'IBD DEFICIENCY', 'ACAD8 DEFICIENCY', 'ACYL-COAA DEHYDROGENASE FAMILY, MEMBER 8, DEFICIENCY OF']",1.53e-05,2.9607641715194844e-08
1686,9814,30,"['GARD:0010225', 'OMIM:162300', 'ORPHA:247709', 'ORPHANET:247709', 'UMLS:C0025269']","['MULTIPLE ENDOCRINE NEOPLASIA TYPE 2B', 'MEN 2B', 'MUCOSAL NEUROMA SYNDROME', 'MULTIPLE ENDOCRINE NEOPLASIA, TYPE 3 (FORMERLY)', 'WAGENMANN-FROBOESE SYNDROME']",6.929999999999999e-05,5.063378778955552e-07
1687,9816,14,"['GARD:0010226', 'OMIM:611209', 'ORPHA:263508', 'ORPHANET:263508']","['COG1-CDG (CDG-IIG)', 'CDG2G', 'CDG 2G', 'CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIG', 'CDGII/COG1 CEREBROCOSTOMANDIBULAR-LIKE SYNDROME', 'CONGENITAL DISORDER OF GLYCOSYLATION TYPE IIG', 'CONGENITAL DISORDER OF GLYCOSYLATION TYPE 2G', 'CDG SYNDROME TYPE IIG', 'CARBOHYDRATE DEFICIENT GLYCOPROTEIN SYNDROME TYPE IIG', 'CDG-IIG', 'COG1-CDG']",3.229999999999999e-05,1.1606567446068387e-07
1688,9818,4,"['GARD:0010227', 'OMIM:605387', 'UMLS:C1854311']","['CATARACT, POSTERIOR POLAR, 3', 'CTPP3']",1.8e-05,2.1863513297558836e-08
1689,9820,3,"['GARD:0010228', 'OMIM:610623', 'UMLS:C1864567']","['CATARACT, POSTERIOR POLAR, 4', 'CTPP4', 'CPP4', 'POSTERIOR POLAR CATARACT, 4']",1.06e-05,1.717651664946896e-08
1690,9822,35,"['GARD:0010229', 'OMIM:609200', 'ORPHA:266', 'ORPHANET:266', 'UMLS:C1834659']","['LIMB-GIRDLE MUSCULAR DYSTROPHY TYPE 1A', 'LGMD1A', 'MUSCULAR DYSTROPHY, PROXIMAL, TYPE 1A', 'LGMD1']",8.68e-05,4.922047584580227e-07
1691,9824,34,"['GARD:0010230', 'OMIM:159001', 'ORPHA:264', 'ORPHANET:264', 'UMLS:C1834653']","['LIMB-GIRDLE MUSCULAR DYSTROPHY TYPE 1B', 'LGMD1B', 'MUSCULAR DYSTROPHY, PROXIMAL, TYPE 1B']",7.82e-05,5.787642050380508e-07
1692,9829,5,"['GARD:0010234', 'OMIM:116600', 'UMLS:C1861825']","['CATARACT, POSTERIOR POLAR, 1', 'CTPP1', 'CTPP', 'CTPA', 'POSTERIOR POLAR CATARACT, 1']",1.67e-05,2.4174703826771255e-08
1693,9833,26,"['GARD:0010237', 'OMIM:607483', 'ORPHA:65284', 'ORPHANET:65284', 'UMLS:C1843807']","['BIOTIN-THIAMINE-RESPONSIVE BASAL GANGLIA DISEASE', 'BIOTIN-RESPONSIVE BASAL GANGLIA DISEASE', 'BBGD']",5.5e-05,3.961086578817058e-07
1694,9837,67,"['GARD:0010239', 'OMIM:602782', 'UMLS:C1864445', 'ORPHA:168569', 'ORPHANET:168569']","['HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME', 'HJCD', 'FAISALABAD HISTIOCYTOSIS', 'H SYNDROME', 'HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS', 'SLC29A3 SPECTRUM DISORDER']",0.000149414,2.0623034584839563e-06
1695,9841,6,"['GARD:0010241', 'OMIM:610629', 'UMLS:C1857719']","['DIAMOND-BLACKFAN ANEMIA 3', 'DBA3', 'ANEMIA DIAMOND-BLACKFAN 3']",2.14e-05,2.7918339832755153e-08
1696,9843,2,"['GARD:0010244', 'OMIM:246650', 'UMLS:C1855498']","['LIPASE DEFICIENCY COMBINED', 'LIPOPROTEIN LIPASE DEFICIENCY WITH HEPATIC TRIGLYCERIDE LIPASE DEFICIENCY', 'LPL AND HTGL DEFICIENCY', 'LPL AND HL DEFICIENCY']",9.66e-06,1.3567104324618566e-08
1697,9847,31,"['GARD:0010247', 'OMIM:190685', 'ORPHA:870', 'ORPHANET:870']","['DOWN SYNDROME', 'TRISOMY 21', ""DOWN'S SYNDROME""]",6.759999999999999e-05,4.003147012661882e-07
1698,9849,16,"['GARD:0010248', 'OMIM:209850']","['AUTISM SPECTRUM DISORDER', 'ASD']",4.6899999999999995e-05,1.6051673738232048e-07
1699,9853,27,"['GARD:0010251', 'OMIM:168600']","['PARKINSON DISEASE', ""PARKINSON'S DISEASE"", 'PARALYSIS AGITANS', 'SHAKING PALSY', 'PRIMARY PARKINSONISM']",6.13e-05,2.8633499926343225e-07
1700,9875,8,"['GARD:0010266', 'OMIM:605714', 'UMLS:C1510489', 'ORPHA:85458', 'ORPHANET:85458']","['HEREDITARY CEREBRAL HEMORRHAGE WITH AMYLOIDOSIS', 'CEREBRAL AMYLOID ANGIOPATHY', 'HCHWA', 'CAA, FAMILIAL', 'CEREBRAL AMYLOID ANGIOPATHY, FAMILIAL', 'CEREBRAL AMYLOID ANGIOPATHY, GENETIC']",2.95e-05,4.8912883388778946e-08
1701,9899,39,"['GARD:0010280', 'ORPHA:2345', 'ORPHANET:2345', 'OMIM:118100', 'OMIM:214300']","['KLIPPEL FEIL SYNDROME', 'CERVICAL VERTEBRAL FUSION']",8.92e-05,8.636816792352067e-07
1702,9903,68,"['GARD:0010283', 'OMIM:602398', 'ORPHA:35107', 'ORPHANET:35107', 'UMLS:C1865596']",DESMOSTEROLOSIS,0.000133435,2.2188121766311026e-06
1703,9911,26,"['GARD:0010288', 'OMIM:610717', 'UMLS:C1853136']","['NEUTRAL LIPID STORAGE DISEASE WITH MYOPATHY', 'NLSDM', 'NEUTRAL LIPID STORAGE DISEASE WITHOUT ICHTHYOSIS']",5.59e-05,3.8483107716539766e-07
1704,9913,11,"['GARD:0010289', 'OMIM:611722']","['KRABBE DISEASE ATYPICAL DUE TO SAPOSIN A DEFICIENCY', 'SAPOSIN A DEFICIENCY']",2.59e-05,6.537585052934388e-08
1705,9917,57,"['GARD:0010291', 'OMIM:163200', 'ORPHA:2612', 'ORPHANET:2612']","['LINEAR NEVUS SEBACEOUS SYNDROME', 'SCHIMMELPENNING FEUERSTEIN MIMS SYNDROME', 'SEBACEOUS NEVUS SYNDROME LINEAR', 'SFM SYNDROME', 'JADASSOHN NEVUS PHAKOMATOSIS', 'JNP', 'NEVUS SEBACEUS OF JADASSOHN', 'ORGANOID NEVUS PHAKOMATOSIS']",0.000127713,1.5774972418042175e-06
1706,9919,23,"['GARD:0010294', 'ORPHA:139485', 'ORPHANET:139485']","['AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 9', 'AUTOSOMAL RECESSIVE ATAXIA DUE TO UBIQUINONE DEFICIENCY', 'ARCA2', 'AUTOSOMAL RECESSIVE ATAXIA DUE TO COENZYME Q10 DEFICIENCY', 'AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA TYPE 2', 'AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA TYPE 9', 'SCAR9']",5.28e-05,2.689299827904158e-07
1707,9921,42,"['GARD:0010295', 'OMIM:300707', 'ORPHA:140952', 'ORPHANET:140952', 'UMLS:C2678045']","['STAR SYNDROME', 'SYNDACTYLY, TELECANTHUS, ANOGENITAL AND RENAL MALFORMATIONS', 'TOE SYNDACTYLY, TELECANTHUS, ANOGENITAL AND RENAL MALFORMATIONS']",8.77e-05,6.848107696245481e-07
1708,9923,19,"['GARD:0010296', 'OMIM:612001', 'UMLS:C2677613']","['15Q13.3 MICRODELETION SYNDROME', 'CHROMOSOME 15Q13.3 DELETION SYNDROME', 'MICRODELETION 15Q13.3 SYNDROME', 'CHROMOSOME 15Q13.3 MICRODELETION SYNDROME', '15Q13.3 MICRODELETION']",3.97e-05,2.714000032521221e-07
1709,9925,23,"['GARD:0010297', 'OMIM:231095', 'ORPHA:1802', 'ORPHANET:1802', 'UMLS:C1856465']","['GHOSAL HEMATODIAPHYSEAL DYSPLASIA SYNDROME', 'GHDD', 'GHOSAL HEMATODIAPHYSEAL DYSPLASIA', 'GHOSAL SYNDROME']",5.739999999999999e-05,3.3095281649159906e-07
1710,9927,119,"['GARD:0010299', 'OMIM:611867', 'ORPHA:567', 'ORPHANET:567']","['22Q11.2 DELETION SYNDROME', 'CHROMOSOME 22Q11.2 DELETION SYNDROME', 'VELOCARDIOFACIAL SYNDROME', 'VCFS', 'DIGEORGE SYNDROME', 'SHPRINTZEN SYNDROME', 'SEDLACKOVA SYNDROME', 'CATCH22', 'AUTOSOMAL DOMINANT OPITZ G/BBB SYNDROME', 'CONOTRUNCAL ANOMALY FACE SYNDROME', 'CAYLER CARDIOFACIAL SYNDROME']",0.000244751,6.4008868832243095e-06
1711,9931,6,"['GARD:0010301', 'ORPHA:139455', 'ORPHANET:139455', 'OMIM:611809']","['AUTOSOMAL RECESSIVE BESTROPHINOPATHY', 'RETINOPATHY, BURGESS-BLACK TYPE']",2.02e-05,3.015520857737371e-08
1712,9933,13,"['GARD:0010302', 'UMLS:C2678492', 'ORPHA:139466', 'ORPHANET:139466']","['SERKAL SYNDROME', 'SEX REVERSION-KIDNEYS, ADRENAL AND LUNG DYSGENESIS SYNDROME']",3.4e-05,6.911220318418366e-08
1713,9939,8,"['GARD:0010306', 'OMIM:300539']","['SYNDROME OF INAPPROPRIATE ANTIDIURETIC HORMONE', 'SIADH', 'SYNDROME OF INAPPROPRIATE ANTIDIURETIC HORMONE SECRETION', 'DILUTIONAL HYPONATREMIA', 'SCHWARTZ BARTTER SYNDROME', 'INAPPROPRIATE ADH SYNDROME']",2.75e-05,4.200375528210322e-08
1714,9949,4,"['GARD:0010311', 'OMIM:607676', 'ORPHA:70592', 'ORPHANET:70592', 'UMLS:C1843256']","['IRAK-4 DEFICIENCY', 'INTERLEUKIN RECEPTOR-ASSOCIATED KINASE DEFICIENCY', 'IRAK4 DEFICIENCY']",1.67e-05,1.0168193581552006e-08
1715,9951,6,"['GARD:0010312', 'OMIM:181400', 'ORPHA:85146', 'ORPHANET:85146', 'UMLS:C1867005']","['SCAPULOPERONEAL SYNDROME, NEUROGENIC, KAESER TYPE', 'KAESER SYNDROME', 'STARK-KAESER SYNDROME', 'SCAPULOPERONEAL SYNDROME, NEUROGENIC TYPE, OF KAESER']",1.77e-05,2.640711286717964e-08
1716,9953,44,"['GARD:0010313', 'OMIM:181430', 'ORPHA:437572', 'ORPHANET:437572']","['MYH7-RELATED SCAPULOPERONEAL MYOPATHY', 'SCAPULOPERONEAL MYOPATHY, MYH7-RELATED', 'MYH7-RELATED LATE-ONSET SCAPULOPERONEAL SYNDROME', 'MYH7-RELATED LATE-ONSET SPMD', 'MYH7-RELATED LATE-ONSET SCAPULOPERONEAL MUSCULAR DYSTROPHY']",0.00011384200000000001,7.540140393429599e-07
1717,9955,32,"['GARD:0010314', 'OMIM:181405', 'UMLS:C0751335']","['AMYOTROPHY, NEUROGENIC SCAPULOPERONEAL, NEW ENGLAND TYPE', 'SCAPULOPERONEAL SPINAL MUSCULAR ATROPHY', 'SPSMA']",7.31e-05,4.327915647574175e-07
1718,9957,56,"['GARD:0010316', 'OMIM:255320', 'ORPHA:98905', 'ORPHANET:98905']","['MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA', 'MULTICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA', 'MULTIMINICORE DISEASE WITH EXTERNAL OPHTHALMOPLEGIA']",0.00011900200000000001,1.3446611979252528e-06
1719,9959,20,"['GARD:0010317', 'OMIM:602541', 'UMLS:C1865233', 'ORPHA:280671', 'ORPHANET:280671']","['MUSCULAR DYSTROPHY, CONGENITAL, MEGACONIAL TYPE', 'CONGENITAL MUSCULAR DYSTROPHY DUE TO PHOSPHATIDYLCHOLINE BIOSYNTHESIS DEFECT', 'MEGACONIAL CONGÉNITAL MUSCULAR DYSTROPHY', 'CONGENITAL MEGACONIAL MYOPATHY', 'CONGENITAL MUSCULAR DYSTROPHY WITH MITOCHONDRIAL STRUCTURAL ABNORMALITIES', 'MEGACONIAL CONGENITAL MUSCULAR DYSTROPHY']",4.3200000000000007e-05,2.474860172424103e-07
1720,9965,5,"['GARD:0010320', 'OMIM:608471']","['LATTICE CORNEAL DYSTROPHY TYPE 3A', 'LATTICE CORNEAL DYSTROPHY TYPE III A']",1.66e-05,2.862844190174915e-08
1721,9967,30,"['GARD:0010321', 'OMIM:250950', 'ORPHA:67046', 'ORPHANET:67046', 'UMLS:C0342727']","['3-METHYLGLUTACONYL-COA HYDRATASE DEFICIENCY (AUH DEFECT)', 'MGA TYPE I', '3 ALPHA METHYLGLUTACONIC ACIDURIA TYPE I', '3 METHYLGLUTACONYL COA HYDRATASE DEFICIENCY', '3MG COA HYDRATASE DEFICIENCY', '3-MGCA TYPE I (3-MGCA-1)', '3 METHYLGLUTACONIC ACIDURIA TYPE 1']",6.0599999999999996e-05,5.622209719443301e-07
1722,9969,14,"['GARD:0010322', 'OMIM:610006', 'ORPHA:79157', 'ORPHANET:79157', 'UMLS:C1864912']","['2-METHYLBUTYRYL-COA DEHYDROGENASE DEFICIENCY', 'SBCAD DEFICIENCY', '2-METHYLBUTYRIC ACIDURIA', 'SHORT BRANCHED-CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY']",3.18e-05,1.627801186733068e-07
1723,9971,10,"['GARD:0010323', 'ORPHA:35704', 'ORPHANET:35704', 'UMLS:C2675179', 'OMIM:612718']","['L-ARGININE:GLYCINE AMIDINOTRANSFERASE DEFICIENCY', 'AGAT DEFICIENCY', 'ARGININE:GLYCINE AMIDINOTRANSFERASE DEFICIENCY', 'CREATINE DEFICIENCY SYNDROME DUE TO AGAT DEFICIENCY', 'GATM DEFICIENCY']",2.4299999999999998e-05,8.809393472103086e-08
1724,9986,7,"['GARD:0010332', 'OMIM:276710', 'ORPHA:69723', 'ORPHANET:69723', 'UMLS:C0268623']","['TYROSINEMIA TYPE 3', 'TYROSINEMIA TYPE III', '4-ALPHA HYDROXYPHENYLPYRUVIC ACID OXIDASE DEFICIENCY', '4-ALPHA HYDROXYPHENYLPYRUVATE DIOXYGENASE DEFICIENCY', '4-HYDROXYPHENYLPYRUVATE DIOXYGENASE DEFICIENCY']",2.34e-05,4.709454861765027e-08
1725,9992,20,"['GARD:0010335', 'OMIM:607015', 'ORPHA:579', 'ORPHANET:579']","['MUCOPOLYSACCHARIDOSIS TYPE I', 'MPS 1', 'ATTENUATED MPS I (SUBTYPE, INCLUDES HURLER-SCHEIE AND SCHEIE SYNDROME)', 'SEVERE MPS I (SUBTYPE, ALSO KNOWN AS HURLER SYNDROME)', 'HURLER SYNDROME (SUBTYPE)', 'HURLER-SCHEIE SYNDROME (SUBTYPE)', 'SCHEIE SYNDROME (SUBTYPE) FORMERLY KNOWN AS MUCOPOLYSACCHARIDOSIS TYPE V)', 'ALPHA-L-IDURONIDASE DEFICIENCY', 'IDUA DEFICIENCY', 'MPS I']",4.8e-05,2.882568296778883e-07
1726,9996,15,"['GARD:0010339', 'OMIM:601457', 'ORPHA:331206', 'ORPHANET:331206']","['SEVERE COMBINED IMMUNODEFICIENCY DUE TO COMPLETE RAG1/2 DEFICIENCY', 'SCID, AR, T-CELL NEGATIVE, B-CELL NEGATIVE, NK CELL-POSITIVE', 'SEVERE IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T-CELL NEGATIVE, B-CELL NEGATIVE, NK CELL-POSITIVE', 'SCID DUE TO COMPLETE RAG1/2 DEFICIENCY']",4.4200000000000004e-05,1.362061885449675e-07
1727,10000,15,"['GARD:0010341', 'ORPHA:83473', 'ORPHANET:83473']","['MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME', 'MPPH SYNDROME', 'MEGALENCEPHALY AND PERISYLVIAN POLYMICROGYRIA WITH POSTAXIAL POLYDACTYLY AND HYDROCEPHALUS', 'MEGALENCEPHALY, POLYMICROGYRIA, AND HYDROCEPHALUS (MPPH) SYNDROME', 'MEGALENCEPHALY-POLYMICROGYRIA-POSTAXIAL POLYDACTYLY-HYDROCEPHALUS SYNDROME']",3.19e-05,1.2834756556871787e-07
1728,10016,25,"['GARD:0010351', 'OMIM:183086', 'ORPHA:98758', 'ORPHANET:98758', 'UMLS:C0752124']","['SPINOCEREBELLAR ATAXIA TYPE 6', 'SCA6', 'SPINOCEREBELLAR ATAXIA 6']",6.31e-05,3.013015467393817e-07
1729,10018,11,"['GARD:0010352', 'OMIM:601399', 'ORPHA:71290', 'ORPHANET:71290', 'UMLS:C1832388']","['FAMILIAL PLATELET DISORDER WITH ASSOCIATED MYELOID MALIGNANCY', 'ASPRIN-LIKE PLATELET DISORDER', 'FAMILIAL THROMBOCYTOPENIA WITH PROPENSITY TO ACUTE MYELOGENOUS LEUKEMIA', 'FAMILIAL PLATELET SYNDROME WITH PREDISPOSITION TO ACUTE MYELOGENOUS LEUKEMIA', 'FPD/AML SYNDROME', 'FPS/AML SYNDROME', 'HEREDITARY THROMBOCYTOPENIA WITH NORMAL PLATELETS-HEMATOLOGICAL CANCER PREDISPOSITION SYNDROME', 'RUNX1 FPD/AML', 'FAMILIAL PLATELET DISORDER WITH PREDISPOSITION TO ACUTE MYELOGENOUS LEUKEMIA', 'FAMILIAL PLATELET DISORDER WITH PREDISPOSITION TO MYELOID MALIGNANCY', 'FAMILIAL PLATELET DISORDER WITH PROPENSITY TO ACUTE MYELOID LEUKEMIA', 'FPD/AML', 'FPDMM', 'FPS/AML']",3.4899999999999995e-05,9.515180687163235e-08
1730,10028,14,"['GARD:0010358', 'OMIM:612292', 'UMLS:C2676770']","['BIRK-BAREL SYNDROME', 'BIRK BAREL MENTAL RETARDATION DYSMORPHISM SYNDROME', 'KCNK9 IMPRINTING SYNDROME']",3.17e-05,1.3237915667775342e-07
1731,10036,4,"['GARD:0010362', 'OMIM:611876', 'UMLS:C2678477']",BRUGADA SYNDROME 4,1.6800000000000002e-05,2.123000578892378e-08
1732,10040,38,"['GARD:0010365', 'OMIM:612716', 'ORPHA:70594', 'ORPHANET:70594', 'UMLS:C0268468']","['SEPIAPTERIN REDUCTASE DEFICIENCY', 'SPR DEFICIENCY']",7.670000000000001e-05,8.996605624926375e-07
1733,10042,31,"['GARD:0010366', 'OMIM:600268', 'ORPHA:3339', 'ORPHANET:3339', 'UMLS:C1838329']","['OCULOECTODERMAL SYNDROME', 'OCULO-ECTODERMAL SYNDROME', 'APLASIA CUTIS CONGENITA WITH EPIBULBAR DERMOIDS', 'TORIELLO LACASSIE DROSTE SYNDROME']",6.27e-05,4.769277032073647e-07
1734,10052,3,"['GARD:0010372', 'OMIM:612119', 'UMLS:C0268187']","['TREHALASE DEFICIENCY', 'TREHALOSE INTOLERANCE']",1.11e-05,1.528337009370374e-08
1735,10060,4,"['GARD:0010376', 'OMIM:600105', 'UMLS:C1838647']","['RETINITIS PIGMENTOSA 12', 'RP 12']",1.53e-05,2.7279937325069646e-08
1736,10066,6,"['GARD:0010379', 'OMIM:612095', 'UMLS:C2677516']","['RETINITIS PIGMENTOSA 41', 'RP 41', 'RETINAL DEGENERATION, AUTOSOMAL RECESSIVE, PROMININ-RELATED']",2.08e-05,3.162157948984886e-08
1737,10070,9,"['GARD:0010382', 'OMIM:180104', 'UMLS:C1867300']","['RETINITIS PIGMENTOSA 9', 'RP 9']",2.8899999999999998e-05,6.853145373978278e-08
1738,10072,7,"['GARD:0010383', 'OMIM:600138', 'UMLS:C1838601']","['RETINITIS PIGMENTOSA 11', 'RP 11']",2.3e-05,4.5717896620644254e-08
1739,10074,11,"['GARD:0010384', 'OMIM:602772', 'UMLS:C1864446']","['RETINITIS PIGMENTOSA 25', 'RP 25']",3.3100000000000005e-05,7.81561322224246e-08
1740,10076,2,"['GARD:0010385', 'OMIM:600132', 'UMLS:C1838603']","['RETINITIS PIGMENTOSA 14', 'RP 14']",1.1599999999999999e-05,1.1617200921645158e-08
1741,10078,10,"['GARD:0010386', 'OMIM:608133', 'UMLS:C1842475']","['RETINITIS PIGMENTOSA 7', 'RP 7']",3.06e-05,8.950800738983117e-08
1742,10080,6,"['GARD:0010387', 'OMIM:600852', 'UMLS:C1833245']","['RETINITIS PIGMENTOSA 17', 'RP 17']",2.0600000000000003e-05,3.7881159029988475e-08
1743,10082,8,"['GARD:0010388', 'OMIM:600059', 'UMLS:C1838702']","['RETINITIS PIGMENTOSA 13', 'RP 13']",2.62e-05,5.577457272811709e-08
1744,10088,4,"['GARD:0010391', 'OMIM:300424']","['RETINITIS PIGMENTOSA 23', 'RP 23']",1.6899999999999997e-05,1.4159960859356135e-08
1745,10090,6,"['GARD:0010392', 'OMIM:601414', 'UMLS:C1832378']","['RETINITIS PIGMENTOSA 18', 'RP 18']",2.44e-05,4.017123724613338e-08
1746,10094,6,"['GARD:0010394', 'OMIM:606068']","['RETINITIS PIGMENTOSA 28', 'RP 28']",2.08e-05,3.48431130222736e-08
1747,10098,6,"['GARD:0010396', 'OMIM:609923', 'UMLS:C1835923']","['RETINITIS PIGMENTOSA 31', 'RP 31']",2.22e-05,3.896201367069589e-08
1748,10100,6,"['GARD:0010397', 'OMIM:608380', 'UMLS:C1842127']","['RETINITIS PIGMENTOSA 26', 'RP 26']",2.2e-05,3.323338619997841e-08
1749,10102,10,"['GARD:0010398', 'OMIM:601718', 'UMLS:C1866422']","['RETINITIS PIGMENTOSA 19', 'RP 19']",3.09e-05,7.33148197524271e-08
1750,10104,3,"['GARD:0010399', 'OMIM:300029', 'UMLS:C1845667']","['RETINITIS PIGMENTOSA 15', 'RP 15', 'CONE-ROD DEGENERATION X-LINKED']",1.4099999999999999e-05,7.797956860753902e-09
1751,10107,8,"['GARD:0010400', 'OMIM:610359', 'UMLS:C1835895']","['RETINITIS PIGMENTOSA 33', 'RP 33']",2.54e-05,5.370909751473664e-08
1752,10109,8,"['GARD:0010401', 'OMIM:607921', 'UMLS:C1842816']","['RETINITIS PIGMENTOSA 30', 'RP 30']",2.47e-05,5.8371516538188065e-08
1753,10111,7,"['GARD:0010402', 'OMIM:610282', 'UMLS:C1853214']","['RETINITIS PIGMENTOSA 35', 'RP 35']",2.23e-05,6.182102147903774e-08
1754,10113,7,"['GARD:0010403', 'OMIM:610599', 'UMLS:C1864621']","['RETINITIS PIGMENTOSA 36', 'RP 36']",2.3100000000000002e-05,3.5782315889063966e-08
1755,10136,3,"['GARD:0010415', 'OMIM:114480', 'ORPHA:227535', 'ORPHANET:227535']","['FAMILIAL BREAST CANCER', 'BREAST CANCER, FAMILIAL', 'HERITABLE BREAST CANCER', 'GENETIC BREAST CANCER', 'HEREDITARY BREAST CANCER', 'HEREDITARY BREAST CARCINOMA', 'FAMILIAL BREAST CARCINOMA']",1.1599999999999999e-05,1.569498558055899e-08
1756,10140,27,"['GARD:0010417', 'OMIM:235200']","['HEMOCHROMATOSIS TYPE 1', 'HEMOCHROMATOSIS CLASSIC', 'CLASSIC HEMOCHROMATOSIS', 'HFE-ASSOCIATED HEREDITARY HEMOCHROMATOSIS']",6.49e-05,3.8756682331216196e-07
1757,10152,30,"['GARD:0010423', 'OMIM:607426', 'ORPHA:35656', 'ORPHANET:35656', 'UMLS:C1843920']","['COENZYME Q10 DEFICIENCY', 'COQ10 DEFICIENCY', 'COQ10 DEFICIENCY, PRIMARY']",6.25e-05,5.348054816767136e-07
1758,10154,21,"['GARD:0010424', 'OMIM:600142', 'ORPHA:199354', 'ORPHANET:199354', 'UMLS:C1838577']","['CEREBRAL AUTOSOMAL RECESSIVE ARTERIOPATHY WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY', 'CARASIL', 'MAEDA SYNDROME', 'SUBCORTICAL VASCULAR ENCEPHALOPATHY, PROGRESSIVE', 'CEREBROVASCULAR DISEASE WITH THIN SKIN, ALOPECIA, AND DISC DISEASE']",4.9e-05,2.6813588146851833e-07
1759,10156,51,"['GARD:0010427', 'OMIM:305100', 'ORPHA:181', 'ORPHANET:181', 'UMLS:C0162359']","['X-LINKED HYPOHIDROTIC ECTODERMAL DYSPLASIA', 'XHED', 'ECTODERMAL DYSPLASIA 1', 'HYPOHIDROTIC ECTODERMAL DYSPLASIA X-LINKED', 'ANHIDROTIC ECTODERMAL DYSPLASIA X-LINKED', 'CHRIST-SIEMENS-TOURAINE SYNDROME']",0.00011909999999999998,9.493556495836e-07
1760,10160,13,"['GARD:0010429', 'OMIM:113500', 'UMLS:C0432227']","['BRACHYOLMIA TYPE 3', 'BRACHYOLMIA AUTOSOMAL DOMINANT', 'BRACHYRACHIA', 'AUTOSOMAL DOMINANT BRACHYOLMIA']",3.5499999999999996e-05,1.1707118922731267e-07
1761,10162,25,"['GARD:0010430', 'OMIM:607208', 'ORPHA:33069', 'ORPHANET:33069', 'UMLS:C0751122']","['DRAVET SYNDROME', 'SEVERE MYOCLONIC EPILEPSY OF INFANCY', 'SMEI', 'MYOCLONIC EPILEPSY, SEVERE, OF INFANCY', 'SME']",6.22e-05,3.6062365748522705e-07
1762,10166,7,"['GARD:0010432', 'OMIM:600919', 'UMLS:C1833154']","['LONG QT SYNDROME 4', 'LQT4']",2.9299999999999997e-05,5.581513425450284e-08
