/DisorderList/Disorder/DisorderType/Name,/DisorderList/Disorder/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceClass/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceGeographic/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name/@lang,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/Source,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy/#agg
Disease,Squamous cell carcinoma of the anal canal,1-9 / 1 000 000,Netherlands,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.621,0.621
Disease,Squamous cell carcinoma of the anal canal,1-9 / 100 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],1.038,1.038
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.023,0.023
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Austria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.044,0.044
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Belgium,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.006,0.006
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Bulgaria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.027,0.027
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Croatia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.028,0.028
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Czech Republic,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.045,0.045
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Estonia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.028,0.028
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Finland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.012,0.012
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,France,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.015,0.015
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Germany,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.032,0.032
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Ireland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.034,0.034
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.019,0.019
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Latvia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.06,0.06
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Lithuania,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.058,0.058
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Norway,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.003,0.003
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Poland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.008,0.008
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Portugal,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.016,0.016
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Slovakia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.005,0.005
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Spain,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.027,0.027
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Switzerland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.006,0.006
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,Netherlands,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.011,0.011
Disease,Squamous cell carcinoma of pancreas,<1 / 1 000 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.023,0.023
Category,Rare epithelial tumor of pancreas,,,,,,,,,,,,,
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.007,0.007
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,Belgium,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.006,0.006
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,Bulgaria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.002,0.002
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,Czech Republic,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.002,0.002
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,Finland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.012,0.012
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,France,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.003,0.003
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,Germany,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.012,0.012
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.019,0.019
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,Portugal,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.004,0.004
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,Spain,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.024,0.024
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,Switzerland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.006,0.006
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,Netherlands,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.019,0.019
Disease,Mucinous cystadenocarcinoma of the pancreas,<1 / 1 000 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.004,0.004
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.029,0.029
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Austria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.049,0.049
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Belgium,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.039,0.039
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Bulgaria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.034,0.034
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Croatia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.006,0.006
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Czech Republic,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.044,0.044
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Estonia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.083,0.083
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Finland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.024,0.024
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,France,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.01,0.01
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Germany,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.058,0.058
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Ireland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.028,0.028
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.039,0.039
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Latvia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.07,0.07
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Norway,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.027,0.027
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Poland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.005,0.005
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Portugal,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.02,0.02
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Slovakia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.05,0.05
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Spain,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.024,0.024
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Switzerland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.039,0.039
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,Netherlands,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.017,0.017
Disease,Acinar cell carcinoma of pancreas,<1 / 1 000 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.016,0.016
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.008,0.008
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Austria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.008,0.008
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Belgium,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.008,0.008
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Bulgaria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.002,0.002
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Croatia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.006,0.006
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Czech Republic,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.013,0.013
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Finland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.002,0.002
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,France,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.008,0.008
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Germany,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.004,0.004
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Ireland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.012,0.012
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.007,0.007
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Latvia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.022,0.022
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Norway,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.003,0.003
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Poland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.003,0.003
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Portugal,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.02,0.02
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Slovakia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.005,0.005
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Spain,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.027,0.027
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Switzerland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.011,0.011
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,Netherlands,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.002,0.002
Disease,Squamous cell carcinoma of the small intestine,<1 / 1 000 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.012,0.012
Category,Neuroendocrine tumor of the small intestine,,,,,,,,,,,,,
Category,Epithelial tumor of the appendix,,,,,,,,,,,,,
Category,Rare epithelial tumor of colon,,,,,,,,,,,,,
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.026,0.026
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Austria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.072,0.072
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Belgium,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.014,0.014
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Bulgaria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.035,0.035
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Croatia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.008,0.008
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Czech Republic,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.022,0.022
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Estonia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.009,0.009
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Finland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.014,0.014
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,France,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.026,0.026
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Germany,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.028,0.028
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Ireland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.025,0.025
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.041,0.041
Disease,Squamous cell carcinoma of the colon,1-9 / 1 000 000,Latvia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.13,0.13
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Lithuania,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.037,0.037
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Norway,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.003,0.003
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Poland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.01,0.01
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Portugal,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.035,0.035
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Slovakia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.027,0.027
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Spain,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.024,0.024
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Switzerland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.017,0.017
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,Netherlands,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.01,0.01
Disease,Squamous cell carcinoma of the colon,<1 / 1 000 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.021,0.021
Category,Rare epithelial tumor of rectum,,,,,,,,,,,,,
Disease,Squamous cell carcinoma of the rectum,1-9 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.113,0.113
Disease,Squamous cell carcinoma of the rectum,1-9 / 1 000 000,Austria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.126,0.126
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,Belgium,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.052,0.052
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,Bulgaria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.088,0.088
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,Croatia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.017,0.017
Disease,Squamous cell carcinoma of the rectum,1-9 / 1 000 000,Czech Republic,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.26,0.26
Disease,Squamous cell carcinoma of the rectum,1-9 / 1 000 000,Estonia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.157,0.157
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,Finland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.045,0.045
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,France,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.074,0.074
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,Germany,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.083,0.083
Disease,Squamous cell carcinoma of the rectum,1-9 / 1 000 000,Iceland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.128,0.128
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,Ireland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.096,0.096
Disease,Squamous cell carcinoma of the rectum,1-9 / 1 000 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.149,0.149
Disease,Squamous cell carcinoma of the rectum,1-9 / 1 000 000,Latvia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.346,0.346
Disease,Squamous cell carcinoma of the rectum,1-9 / 1 000 000,Lithuania,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.116,0.116
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,Norway,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.071,0.071
Disease,Squamous cell carcinoma of the rectum,1-9 / 1 000 000,Poland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.111,0.111
Disease,Squamous cell carcinoma of the rectum,1-9 / 1 000 000,Portugal,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.119,0.119
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,Slovakia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.05,0.05
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,Spain,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.042,0.042
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,Switzerland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.084,0.084
Disease,Squamous cell carcinoma of the rectum,<1 / 1 000 000,Netherlands,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.028,0.028
Disease,Squamous cell carcinoma of the rectum,1-9 / 1 000 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.143,0.143
Category,Epithelial tumor of anal canal,,,,,,,,,,,,,
Category,Hereditary gastric cancer,,,,,,,,,,,,,
Disease,Undifferentiated carcinoma of stomach,1-9 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.211,0.211
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Austria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.086,0.086
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Belgium,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.077,0.077
Disease,Undifferentiated carcinoma of stomach,1-9 / 1 000 000,Bulgaria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.764,0.764
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Croatia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.068,0.068
Disease,Undifferentiated carcinoma of stomach,1-9 / 1 000 000,Czech Republic,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.328,0.328
Disease,Undifferentiated carcinoma of stomach,1-9 / 100 000,Estonia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],2.743,2.743
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Finland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.002,0.002
Disease,Undifferentiated carcinoma of stomach,1-9 / 1 000 000,France,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.1,0.1
Disease,Undifferentiated carcinoma of stomach,1-9 / 1 000 000,Germany,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.221,0.221
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Iceland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.085,0.085
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Ireland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.009,0.009
Disease,Undifferentiated carcinoma of stomach,1-9 / 1 000 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.399,0.399
Disease,Undifferentiated carcinoma of stomach,1-9 / 100 000,Latvia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],2.571,2.571
Disease,Undifferentiated carcinoma of stomach,1-9 / 1 000 000,Lithuania,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.877,0.877
Disease,Undifferentiated carcinoma of stomach,1-9 / 1 000 000,Malta,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.251,0.251
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Norway,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.087,0.087
Disease,Undifferentiated carcinoma of stomach,1-9 / 1 000 000,Poland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.386,0.386
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Portugal,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.072,0.072
