,ID(n),count(s),d.id,n.I_CODE,n.N_Name,Weight,tf_idf_sum
4605,62321,1,HP:0008321,"['UMLS:C4024702', 'MESH:D005171', 'UMLS:C0015519', 'SNOMEDCT_US:76642003', 'HP:0008321']","['DECREASED FACTOR X ACTIVITY', 'FACTOR X DEFICIENCY', 'REDUCED FACTOR X ACTIVITY']",2.8199999999999998e-05,2.827014708556041e-09
4606,116675,3,http://purl.obolibrary.org/obo/HP_0031908,HP:0031908,MICROGRAPHIA,1.28e-05,6.89036440659581e-09
4607,47668,1,HP:0002461,"['UMLS:C1859273', 'HP:0002461']",DENSE CALCIFICATIONS IN THE CEREBELLAR DENTATE NUCLEUS,1.9e-05,3.326918526939796e-09
4608,79686,1,HP:0002504,"['UMLS:C4025703', 'HP:0002504']",CALCIFICATION OF THE SMALL BRAIN VESSELS,2.22e-05,3.8872416472664986e-09
4609,94793,3,HP:0004783,"['UMLS:C0578477', 'SNOMEDCT_US:301797007', 'HP:0004783']","['MULTIPLE DUODENAL POLYPS', 'DUODENAL POLYPOSIS']",2.02e-05,1.1573370295274216e-08
4610,88835,4,HP:0005227,"['HP:0005226', 'UMLS:C1868071', 'HP:0005227']","['MULTIPLE ADENOMATOUS COLON POLYPS', 'MULTIPLE COLONIC ADENOMATOUS POLYPS', 'ADENOMATOUS COLONIC POLYPOSIS', 'ADENOMATOUS POLYPOSIS COLI']",2.9199999999999998e-05,1.7950885694629912e-08
4611,49284,3,HP:0007649,"['UMLS:C0339555', 'SNOMEDCT_US:232074003', 'HP:0007649']",CONGENITAL HYPERTROPHY OF RETINAL PIGMENT EPITHELIUM,5.870000000000001e-05,3.3631526551118646e-08
4612,96660,3,HP:0006722,"['UMLS:C1868072', 'HP:0006722']",SMALL INTESTINE CARCINOID,2.56e-05,1.4667241562327719e-08
4613,34399,3,HP:0001917,"['UMLS:C0268382', 'SNOMEDCT_US:48713002', 'HP:0001917']",RENAL AMYLOIDOSIS,2.07e-05,1.150457102846513e-08
4614,51741,3,HP:0001896,"['UMLS:C0858867', 'SNOMEDCT_US:124961001', 'HP:0001896']",RETICULOCYTOPENIA,1.9399999999999997e-05,1.2096229052513108e-08
4615,84544,1,HP:0003213,"['UMLS:C4025640', 'HP:0003213']",DEFICIENT EXCISION OF UV-INDUCED PYRIMIDINE DIMERS IN DNA,1.83e-05,8.09112886394403e-09
4616,84832,1,HP:0003221,"['UMLS:C4021737', 'HP:0003221']","['CHROMOSOMAL BREAKAGE INDUCED BY MITOMYCIN C', 'CHROMOSOMAL BREAKAGE INDUCED BY DIEPOXYBUTANE', 'CHROMOSOMAL BREAKAGE INDUCED BY CROSSLINKING AGENTS']",1.6800000000000002e-05,7.427921580014193e-09
4617,47225,1,HP:0001017,"['UMLS:C4025811', 'HP:0001017']",ANEMIC PALLOR,1.11e-05,4.907733901080805e-09
4618,84550,1,HP:0003214,"['UMLS:C4025639', 'HP:0003214']",PROLONGED G2 PHASE OF CELL CYCLE,1.66e-05,7.339493942156881e-09
4619,67650,1,UBERON:0001332,"['HP:0100587', 'UMLS:C0227952', 'UBERON:0001332']","['PENILE PREPUCE', 'PREPUCE OF MALE', 'PREPUTIUM PENIS', 'PREPUCIUM', 'PRAEPUTIUM', 'FORESKIN', 'PREPUCE OF PENIS']",5.13e-05,2.268168911040048e-08
4620,113232,1,HP:0100587,"['UMLS:C4022016', 'HP:0100587']",ABNORMALITY OF THE PREPUTIUM,5.5700000000000005e-05,2.462709714326134e-08
4621,117119,2,HP:0005522,"['UMLS:C0272027', 'SNOMEDCT_US:25443007', 'SNOMEDCT_US:191260004', 'HP:0005522']",PYRIDOXINE-RESPONSIVE SIDEROBLASTIC ANEMIA,1.76e-05,1.1629587251971936e-08
4622,51332,1,HP:0006265,"['UMLS:C4025071', 'HP:0006265']","['ABSENT/UNDERDEVELOPED FINGERS', 'ABSENT/SMALL FINGERS', 'APLASIA/HYPOPLASIA OF FINGERS']",6.6e-05,2.91811204929129e-08
4623,58292,1,HP:0010293,"['UMLS:C4023917', 'HP:0010293']","['APLASIA/HYPOPLASIA OF PALATINE UVULA', 'APLASIA/HYPOPLASIA OF THE UVULA']",3.6700000000000004e-05,1.622647154681672e-08
4624,99302,1,http://purl.obolibrary.org/obo/HP_0040139,"['UMLS:C1704214', 'SNOMEDCT_US:36279001', 'SNOMEDCT_US:189099001', 'SNOMEDCT_US:416439000', 'HP:0040139']",LIPOGRANULOMATOSIS,2.11e-05,3.1561517406227127e-09
4625,113001,1,HP:0007470,"['UMLS:C3806306', 'HP:0007470']",PERIARTICULAR SUBCUTANEOUS NODULES,1.12e-05,1.6753032936006816e-09
4626,83041,1,HP:0004629,"['HP:0008429', 'UMLS:C1851130', 'HP:0004629']","['SMALL CERVICAL VERTEBRAE', 'SMALL CERVICAL VERTEBRAL BODIES']",1.23e-05,1.7754969386918436e-09
4627,120387,1,HP:0010054,"['UMLS:C4024082', 'HP:0010054']","['ABNORMALITY OF THE 1ST LONG BONE OF FOOT', 'ABNORMALITY OF THE FIRST METATARSAL BONE']",9.7e-05,1.4001886427082016e-08
4628,72355,1,HP:0008449,"['UMLS:C1851129', 'HP:0008449']",PROGRESSIVE CERVICAL VERTEBRAL SPINE FUSION,1.27e-05,1.8332366765354806e-09
4629,83401,1,HP:0011988,"['UMLS:C4023095', 'HP:0011988']",ECTOPIC OSSIFICATION IN TENDON TISSUE,1.4000000000000001e-05,2.0208908245273017e-09
4630,83419,1,HP:0011989,"['UMLS:C4023094', 'HP:0011989']",ECTOPIC OSSIFICATION IN LIGAMENT TISSUE,1.4000000000000001e-05,2.0208908245273017e-09
4631,122138,1,HP:0003614,"['SNOMEDCT_US:237959005', 'UMLS:C0342739', 'MESH:C536561', 'HP:0003614']","['HIGH URINE TRIMETHYLAMINE LEVELS', 'TRIMETHYLAMINURIA']",1.65e-05,1.2144034819472175e-09
4632,75813,3,HP:0003141,"['HP:0008343', 'UMLS:C0020445', 'UMLS:C0549399', 'MESH:D006938', 'SNOMEDCT_US:190773008', 'SNOMEDCT_US:398036000', 'HP:0003141']","['INCREASED CIRCULATING LDL LEVEL', 'INCREASED LDLC CONCENTRATION', 'INCREASED LDL CHOLESTEROL', 'HYPERBETALIPOPROTEINEMIA', 'INCREASED CIRCULATING LOW-DENSITY LIPOPROTEIN LEVELS', 'INCREASED BETA-LIPOPROTEINS', 'INCREASED CIRCULATING LOW-DENSITY LIPOPROTEIN CHOLESTEROL', 'INCREASED PLASMA LDL LEVELS', 'INCREASED LDL CHOLESTEROL CONCENTRATION']",3.09e-05,1.1696220366356098e-08
4633,97777,1,HP:0005301,"['UMLS:C0265931', 'SNOMEDCT_US:77978002', 'HP:0005301']","['PLSVC', 'PERSISTENT LEFT SUPERIOR VENA CAVA']",9.590000000000001e-05,2.6272466858781256e-08
4634,109246,3,http://purl.obolibrary.org/obo/HP_0030424,"['SNOMEDCT_US:49263001', 'UMLS:C0037859', 'SNOMEDCT_US:43077002', 'MESH:D013088', 'HP:0030424']","['EPIDIDYMAL CYSTS', 'EPIDIDYMAL CYST']",1.77e-05,1.2481844248705151e-08
4635,70445,3,HP:0002608,"['UMLS:C0007570', 'MESH:D002446', 'SNOMEDCT_US:396331005', 'HP:0002608']","['CELIAC SPRUE', 'CELIAC DISEASE']",2.6300000000000002e-05,2.9747576528920406e-08
4636,47678,1,HP:0011599,"['UMLS:C0265865', 'SNOMEDCT_US:16567006', 'HP:0011599']",MESOCARDIA,1.52e-05,4.164144903581596e-09
4637,72666,1,HP:0011847,"['SNOMEDCT_US:697970009', 'SNOMEDCT_US:57500000', 'UMLS:C0206638', 'MESH:D018212', 'HP:0011847']",GIANT CELL TUMOR OF BONE,1.26e-05,5.7070227103557885e-09
4638,87188,1,HP:0006638,"['UMLS:C1844529', 'HP:0006638']","['MISSING MIDDLE PART OF COLLARBONE', 'MIDCLAVICULAR APLASIA']",1.13e-05,5.118202906906382e-09
4639,121440,1,HP:0007546,"['UMLS:C3278658', 'HP:0007546']",LINEAR HYPERPIGMENTATION,1.1900000000000001e-05,5.3899658931138005e-09
4640,86265,1,HP:0006608,"['UMLS:C1844530', 'HP:0006608']","['UNDERDEVELOPED MIDDLE PORTION OF THE COLLARBONE', 'MIDCLAVICULAR HYPOPLASIA']",1.07e-05,4.846439920698963e-09
4641,77181,2,HP:0003191,"['HP:0004412', 'UMLS:C1844537', 'HP:0003191']","['CLEFT NOSTRIL', 'CLEFT NASAL ALAE', 'NOTCHED NASAL ALAE', 'ALA NASI, CLEFT', 'ALAR CLEFTS', 'NOSTRIL COLOBOMA', 'CLEFT ALA NASI']",1.3800000000000002e-05,1.0553398408901615e-08
4642,114375,1,HP:0003564,"['UMLS:C1839785', 'HP:0003564']",FOLATE-DEPENDENT FRAGILE SITE AT XQ28,1.6800000000000002e-05,3.000865924967418e-09
4643,91804,1,HP:0008640,"['UMLS:C4024650', 'HP:0008640']",CONGENITAL MACROORCHIDISM,1.17e-05,2.089888769173737e-09
4644,47926,1,HP:0002457,"['UMLS:C0476217', 'SNOMEDCT_US:271799000', 'HP:0002457']",['ABNORMAL HEAD MOVEMENTS'],2.58e-05,4.608472670485677e-09
4645,107087,1,HP:0002244,"['UMLS:C4025717', 'HP:0002244']",ABNORMALITY OF THE SMALL INTESTINE,0.00012738299999999998,3.971810917853215e-08
4646,121744,2,HP:0001551,"['UMLS:C1849338', 'HP:0001551']","['ABNORMAL BELLY BUTTON', 'ABNORMAL UMBILICUS', 'ABNORMAL NAVEL', 'ABNORMAL UMBILICUS MORPHOLOGY']",4.4e-05,3.3078031482468035e-08
4647,96370,1,HP:0006714,"['UMLS:C4024990', 'HP:0006714']","['ABSENT/UNDERDEVELOPED STERNUM', 'ABSENT/SMALL STERNUM', 'APLASIA/HYPOPLASIA OF THE STERNUM']",4.5600000000000004e-05,1.4218112138519787e-08
4648,77303,1,HP:0007993,"['UMLS:C4024757', 'HP:0007993']","['MALFORMED TEAR DUCTS', 'MALFORMED LACRIMAL DUCT']",1.28e-05,3.991049021338887e-09
4649,118673,2,HP:0004112,"['UMLS:C4025412', 'HP:0004112']","['CENTRAL NASAL GROOVE', 'MIDLINE NASAL GROOVE']",1.3800000000000002e-05,7.72654551099912e-09
4650,90584,4,HP:0008609,"['UMLS:C1857456', 'HP:0008609']","['MIDDLE EAR MALFORMATION', 'MORPHOLOGICAL ABNORMALITY OF THE MIDDLE EAR']",5.9699999999999994e-05,6.098799872693447e-08
4651,98467,1,HP:0005325,"['UMLS:C1857455', 'HP:0005325']","['UNUSUAL HAIRLINE WITH HAIR GROWTH ON TEMPLES EXTENDING TO LATERAL EYEBROW', 'EXTENSION OF HAIR GROWTH ON TEMPLES TO LATERAL EYEBROW']",1.27e-05,3.959868950859678e-09
4652,75432,2,HP:0007925,"['UMLS:C4024773', 'HP:0007925']","['ABSENT TEAR DUCT', 'LACRIMAL DUCT APLASIA']",1.49e-05,8.692041274875978e-09
4653,101278,1,HP:0008750,"['SNOMEDCT_US:64981002', 'UMLS:C0265756', 'HP:0008750']",LARYNGEAL ATRESIA,1.13e-05,3.5233479641507367e-09
4654,72132,1,HP:0011824,"['UMLS:C1860309', 'HP:0011824']","['CHIN, H-SHAPED GROOVE', 'H-SHAPED DIMPLE OF THE CHIN', 'CHIN WITH H-SHAPED CREASE', 'CHIN, H-SHAPED CREASE']",1.23e-05,3.3671284910974753e-09
4655,60156,1,HP:0000346,"['UMLS:C1848473', 'HP:0000346']","['WHISTLING FACIAL APPEARANCE', 'WHISTLING APPEARANCE']",1.29e-05,3.531378661394913e-09
4656,84300,1,HP:0003209,"['UMLS:C4025641', 'HP:0003209']",DECREASED PYRUVATE CARBOXYLASE ACTIVITY,1.4800000000000002e-05,3.4803879665977065e-09
4657,85155,1,HP:0003232,"['UMLS:C1856697', 'HP:0003232']","['DECREASED MITOCHONDRIAL MALIC ENZYME', 'MITOCHONDRIAL MALIC ENZYME REDUCED']",1.34e-05,3.1511620778654905e-09
4658,75063,1,HP:0003116,"['SNOMEDCT_US:169241000', 'UMLS:C0476369', 'HP:0003116']","['ABNORMAL ECHOCARDIOGRAPHY', 'ABNORMAL ECHOCARDIOGRAM']",4.3799999999999994e-05,1.0300067090336454e-08
4659,81578,6,HP:0000570,"['HP:0000604', 'UMLS:C1842584', 'UMLS:C4025841', 'HP:0000570']","['ABNORMALITY OF SACCADIC EYE MOVEMENTS', 'IMPAIRED SACCADES', 'ABNORMAL SACCADIC EYE MOVEMENTS']",4.83e-05,5.9549104615029134e-08
4660,78228,2,HP:0002546,"['UMLS:C1838027', 'HP:0002546']",['INCOMPREHENSIBLE SPEECH'],1.4099999999999999e-05,4.498691579686138e-09
4661,82366,1,http://purl.obolibrary.org/obo/HP_0030183,"['UMLS:C4021047', 'HP:0030183']","['VISUALLY ENHANCED VESTIBULO-OCULAR REFLEX IMPAIRMENT', 'VVOR IMPAIRMENT', 'IMPAIRED VISUALLY ENHANCED VESTIBULO-OCULAR REFLEX']",1.6100000000000002e-05,3.7860977204204776e-09
4662,113457,1,HP:0010873,"['UMLS:C0742191', 'HP:0010873']",CERVICAL SPINAL CORD ATROPHY,1.3000000000000001e-05,3.0570975382277146e-09
4663,72134,1,HP:0008436,"['UMLS:C1856644', 'HP:0008436']","['ABSENT/UNDERDEVELOPED TAILBONE', 'ABSENT/SMALL TAILBONE', 'ABSENT/HYPOPLASTIC COCCYX']",1.25e-05,3.264898456016426e-09
4664,83208,1,HP:0004630,"['UMLS:C4025302', 'HP:0004630']",ANTERIOR BEAKING OF THORACIC VERTEBRAE,1.1400000000000001e-05,2.9775873918869806e-09
4665,74519,1,HP:0004558,"['HP:0005641', 'UMLS:C1856641', 'HP:0004558']","['FLATTENED CERVICAL VERTEBRAL BODIES', 'CERVICAL PLATYSPONDYLY']",1.6e-05,4.179070023701025e-09
4666,72408,3,http://purl.obolibrary.org/obo/HP_0030046,"['UMLS:C4015098', 'HP:0030046']",HYPOGLYCOSYLATION OF ALPHA-DYSTROGLYCAN,1.9699999999999998e-05,1.0455128840008014e-08
4667,102782,1,HP:0007348,"['UMLS:C1850871', 'HP:0007348']",HYPOPLASIA OF THE PYRAMIDAL TRACT,1.4000000000000001e-05,3.914862977286258e-09
4668,66058,1,HP:0100954,"['UMLS:C2675973', 'HP:0100954']",OPEN OPERCULUM,1.7800000000000002e-05,3.002914438605273e-09
4669,54936,1,UBERON:0010262,"['HP:0100954', 'UBERON:0010262']",OPERCULUM OF BRAIN,1.83e-05,3.0872659677795783e-09
4670,48708,2,HP:0007620,"['HP:0007507', 'SNOMEDCT_US:254767008', 'UMLS:C0346064', 'HP:0007620']","['CUTANEOUS LEIOMYOMATA', 'CUTANEOUS LEIOMYOMAS', 'CUTANEOUS LEIOMYOMA']",1.67e-05,4.445099255056375e-09
4671,101777,2,HP:0007313,"['HP:0006874', 'SNOMEDCT_US:52522001', 'UMLS:C0154671', 'SNOMEDCT_US:418143002', 'HP:0007313']","['NEUROAXONAL DEGENERATION IN THE BRAIN', 'CEREBRAL DEGENERATION']",1.5399999999999998e-05,5.8167024491271974e-09
4672,58067,1,http://purl.obolibrary.org/obo/HP_0045038,"['SNOMEDCT_US:276811008', 'UMLS:C0349532', 'MESH:C535648', 'HP:0045038']","['PRIMARY GASTRIC LYMPHOMA', 'GASTRIC LYMPHOMA']",2.3800000000000003e-05,1.5448755270634632e-09
4673,78334,4,HP:0005109,"['UMLS:C4021642', 'HP:0005109']","['ABNORMALITY OF THE CALCANEAL TENDON', 'ABNORMALITY OF THE ACHILLES TENDON']",4.0600000000000004e-05,3.6825978866511073e-08
4674,86745,1,HP:0012503,"['MESH:D010900', 'SNOMEDCT_US:399244003', 'UMLS:C0032002', 'HP:0012503']","['DISORDER OF PITUITARY GLAND', 'ABNORMALITY OF THE PITUITARY GLAND']",5.14e-05,1.0851097849963399e-08
4675,103262,1,HP:0003405,"['UMLS:C1865417', 'HP:0003405']",DIFFUSE AXONAL SWELLING,1.21e-05,2.554441322656753e-09
4676,83047,2,HP:0001986,"['UMLS:C1112601', 'HP:0001986']","['HYPEROSMOLAR DEHYDRATION', 'HYPERTONIC DEHYDRATION']",1.9699999999999998e-05,5.284436534639561e-09
4677,81183,1,http://purl.obolibrary.org/obo/HP_0030143,"['UMLS:C0232694', 'SNOMEDCT_US:18101008', 'HP:0030143']","['INCREASED BOWEL SOUNDS', 'HYPERACTIVE BOWEL SOUNDS']",1.6e-05,1.3420557594733452e-09
4678,111576,2,HP:0004924,"['UMLS:C1847425', 'HP:0004924']","['ABNORMAL GLUCOSE ORAL TOLERANCE TEST', 'ABNORMAL ORAL GLUCOSE TOLERANCE']",1.83e-05,7.0459535575820665e-09
4679,113519,2,HP:0003530,"['UMLS:C4025603', 'HP:0003530']","['GLUTARATE ACIDEMIA', 'GLUTARIC ACIDEMIA']",2e-05,8.35833956154313e-09
4680,80245,1,http://purl.obolibrary.org/obo/HP_0410175,HP:0410175,"['KETONEMIA', 'INCREASED LEVEL OF KETONE BODIES IN BLOOD', 'HYPERKETONEMIA']",9.75e-06,2.1574407234983663e-09
4681,107338,1,HP:0006873,"['UMLS:C4024972', 'HP:0006873']",SYMMETRICAL PROGRESSIVE PERIPHERAL DEMYELINATION,1.36e-05,3.00935321431567e-09
4682,76035,6,HP:0003150,"['HP:0003490', 'SNOMEDCT_US:28987007', 'UMLS:C0268594', 'HP:0003150']","['INCREASED GLUTARATE LEVEL IN URINE', 'GLUTARATE ACIDURIA', 'GLUTARICACIDURIA', 'GLUTARIC ACIDURIA']",2.8300000000000003e-05,2.722933662164927e-08
4683,123075,1,HP:0003647,"['UMLS:C4025586', 'HP:0003647']",ELECTRON TRANSFER FLAVOPROTEIN-UBIQUINONE OXIDOREDUCTASE DEFECT,1.36e-05,2.6743176875336574e-09
4684,70133,1,HP:0002614,"['UMLS:C0546389', 'HP:0002614']",HEPATIC PERIPORTAL NECROSIS,1.4999999999999999e-05,2.9496150965444746e-09
4685,100371,4,HP:0001325,"['SNOMEDCT_US:267384006', 'UMLS:C0020617', 'HP:0001325']","['COMA CAUSED BY LOW BLOOD SUGAR', 'COMA, HYPOGLYCEMIC', 'HYPOGLYCAEMIC COMA', 'LOSS OF CONSCIOUSNESS DUE TO HYPOGLYCEMIA', 'HYPOGLYCEMIC COMA']",1.88e-05,7.094460725613461e-09
4686,105990,1,HP:0003490,HP:0003490,OBSOLETE DEFECTIVE DEHYDROGENATION OF ISOVALERYL COA AND BUTYRYL COA,7.29e-06,1.4335129369206146e-09
4687,121151,5,HP:0000114,"['HP:0000806', 'UMLS:C1839603', 'HP:0000114']","['PROXIMAL TUBULAR DEFECT', 'PROXIMAL RENAL TUBULE DEFECT', 'PROXIMAL RENAL TUBULOPATHY', 'PROXIMAL TUBULE DYSFUNCTION', 'SELECTIVE PROXIMAL TUBULAR DAMAGE', 'PROXIMAL TUBULOPATHY']",3.9899999999999994e-05,3.5198493830067285e-08
4688,117080,1,http://purl.obolibrary.org/obo/HP_0040319,HP:0040319,DARK URINE,1.24e-05,1.1588646659379046e-09
4689,77660,2,HP:0009045,"['UMLS:C4021526', 'HP:0009045']","['RHABDOMYOLYSIS WITH EXERCISE', 'EXERCISE-INDUCED RHABDOMYOLYSIS']",1.89e-05,5.596075103649366e-09
4690,78280,1,HP:0006568,"['UMLS:C1856285', 'HP:0006568']","['INCREASED LIVER GLYCOGEN CONTENT', 'INCREASED HEPATIC GLYCOGEN CONTENT']",1.4499999999999998e-05,9.456003500008347e-10
4691,55125,1,HP:0004303,"['HP:0003706', 'HP:0011806', 'UMLS:C4021663', 'HP:0004303']","['ABNORMALITY OF MUSCLE FIBERS', 'ABNORMAL SKELETAL MUSCLE FIBER MORPHOLOGY', 'ABNORMAL MUSCLE FIBER MORPHOLOGY']",0.000174671,3.2222868837346604e-08
4692,108559,1,HP:0011330,"['MESH:C562951', 'UMLS:C0432122', 'MESH:D003398', 'UMLS:C1860819', 'SNOMEDCT_US:109409003', 'HP:0011330']","['METOPIC SUTURE CRANIOSYNOSTOSIS', 'METOPIC CRANIOSYNOSTOSIS', 'METOPIC SYNOSTOSIS']",1.31e-05,2.416655207614547e-09
4693,89999,1,HP:0001459,"['UMLS:C4025774', 'HP:0001459']","['WEBBED 1ST-3RD TOES', '1-3 TOE SYNDACTYLY']",1.09e-05,2.010804714732715e-09
4694,59082,5,HP:0007787,"['HP:0007666', 'HP:0007857', 'UMLS:C0858617', 'SNOMEDCT_US:315353005', 'HP:0007787']","['POSTERIOR SUBCAPSULAR OPACITIES OF THE LENS', 'POSTERIOR SUBCAPSULAR CATARACTS', 'POSTERIOR SUBCAPSULAR CATARACT']",4.1e-05,1.9583909319701554e-08
4695,102673,4,HP:0004841,"['HP:0005551', 'HP:0005514', 'HP:0008286', 'UMLS:C0015526', 'SNOMEDCT_US:46981006', 'MESH:D005175', 'HP:0004841']","['HAGEMAN FACTOR DEFICIENCY', 'FACTOR XII DEFICIENCY', 'REDUCED FACTOR XII ACTIVITY']",1.9699999999999998e-05,1.6609413720776135e-08
4696,47942,2,HP:0002454,"['UMLS:C4025705', 'HP:0002454']",EYE OF THE TIGER ANOMALY OF GLOBUS PALLIDUS,1.57e-05,5.6927585243100086e-09
4697,68800,2,HP:0100034,"['UMLS:C0751900', 'MESH:D020323', 'HP:0100034']",MOTOR TICS,1.49e-05,4.277432541319347e-09
4698,101733,3,HP:0008770,"['HP:0008761', 'UMLS:C1834433', 'HP:0008770']","['OBSESSIVE-COMPULSIVE TRAIT', 'OBSESSIVE-COMPULSIVE TRAITS']",1.91e-05,2.053448791577856e-08
4699,72593,3,HP:0000658,"['SNOMEDCT_US:423142006', 'UMLS:C1142448', 'HP:0000658']","['DIFFICULTY OPENING THE EYELIDS', 'EYELID APRAXIA']",2.18e-05,1.2487870471183316e-08
4700,107441,1,http://purl.obolibrary.org/obo/HP_0031814,HP:0031814,PALILALIA,8.82e-06,1.9079203980414757e-09
4701,63182,1,HP:0008353,"['UMLS:C1856194', 'HP:0008353']",NEUTRAL HYPERAMINOACIDURIA,0.000126639,2.0820074982071212e-08
4702,75316,1,HP:0003125,"['HP:0008355', 'HP:0008349', 'UMLS:C4025649', 'UMLS:C3494187', 'MESH:D006467', 'SNOMEDCT_US:234440005', 'HP:0003125']","['FACTOR VIII DEFICIENCY', 'REDUCED FACTOR VIII ACTIVITY']",1.58e-05,1.5059375335291806e-09
4703,116741,2,HP:0005513,"['UMLS:C4025187', 'HP:0005513']",INCREASED MEGAKARYOCYTE COUNT,2.0600000000000003e-05,8.463028600317267e-09
4704,73824,3,HP:0011875,"['UMLS:C0855742', 'HP:0011875']","['ABNORMAL SHAPE OF PLATELETS', 'ABNORMAL PLATELET MORPHOLOGY']",7.120000000000001e-05,5.928428210030369e-08
4705,101527,2,HP:0004804,"['HP:0004811', 'HP:0004824', 'UMLS:C4020827', 'SNOMEDCT_US:42601008', 'UMLS:C0002881', 'SNOMEDCT_US:38911009', 'MESH:D000745', 'HP:0004804']","['CONGENITAL HAEMOLYTIC ANEMIA', 'NEONATAL HEMOLYTIC ANEMIA', 'CONGENITAL HEMOLYTIC ANEMIA']",1.56e-05,5.436367759836175e-09
4706,55484,1,HP:0008273,"['UMLS:C4024713', 'HP:0008273']",TRANSIENT AMINOACIDURIA,1.39e-05,2.436717472117412e-09
4707,73189,1,HP:0005973,"['UMLS:C0016751', 'SNOMEDCT_US:20052008', 'MESH:D005633', 'HP:0005973']",FRUCTOSE INTOLERANCE,1.87e-05,3.2781738653665897e-09
4708,58588,3,HP:0007763,"['SNOMEDCT_US:84884003', 'UMLS:C0154835', 'HP:0007763']",RETINAL TELANGIECTASIA,3.24e-05,2.3875557953762413e-08
4709,111397,3,HP:0001694,"['UMLS:C0428871', 'SNOMEDCT_US:79692001', 'HP:0001694']",RIGHT-TO-LEFT SHUNT,2.11e-05,1.7853019386184043e-08
4710,69676,2,HP:0002629,"['UMLS:C0744321', 'HP:0002629']","['GI ARTERIOVENOUS MALFORMATION', 'GASTROINTESTINAL ARTERIOVENOUS MALFORMATION']",6.63e-05,4.3212834547410446e-08
4711,51709,2,HP:0000434,"['UMLS:C4025853', 'HP:0000434']","['SPIDER VEINS OF NASAL MUCOUS MEMBRANE', 'SPIDER VEINS OF MUCOUS MEMBRANE OF NOSE', 'NASAL MUCOUS MEMBRANE TELANGIECTASIA', 'ANGIOECTASIA OF MUCOSA OF NOSE', 'ANGIOECTASIA OF MUCOUS MEMBRANE OF NOSE', 'ANGIOECTASIA OF NASAL MUCOUS MEMBRANE', 'TELANGIECTASIA OF NASAL MUCOUS MEMBRANE', 'SPIDER VEINS OF MUCOSA OF NOSE', 'TELANGIECTASIA OF MUCOUS MEMBRANE OF NOSE', 'TELANGIECTASIA OF MUCOSA OF NOSE', 'NASAL MUCOSA TELANGIECTASIA']",2.11e-05,1.3752500889145708e-08
4712,49142,2,HP:0002408,"['UMLS:C0917804', 'SNOMEDCT_US:234142008', 'MESH:D002538', 'HP:0002408']","['CEREBRAL AV MALFORMATION', 'CEREBRAL ARTERIOVENOUS MALFORMATION']",2.08e-05,1.3556967701148376e-08
4713,62345,2,HP:0001722,"['UMLS:C0742747', 'HP:0001722']",HIGH-OUTPUT CONGESTIVE HEART FAILURE,1.4499999999999998e-05,8.80553609447466e-09
4714,107010,3,HP:0002249,"['SNOMEDCT_US:249627005', 'UMLS:C0025222', 'SNOMEDCT_US:267055007', 'SNOMEDCT_US:2901004', 'SNOMEDCT_US:269899009', 'UMLS:C0474585', 'MESH:D008551', 'SNOMEDCT_US:35064005', 'HP:0002249']",MELENA,2.15e-05,2.2244864192738146e-08
4715,55554,2,HP:0002390,"['UMLS:C0348023', 'SNOMEDCT_US:261482004', 'HP:0002390']",SPINAL ARTERIOVENOUS MALFORMATION,2.1600000000000003e-05,1.4078389535807931e-08
4716,77676,2,HP:0006548,"['HP:0006537', 'HP:0002114', 'UMLS:C1857690', 'HP:0006548']","['PULMONARY AV MALFORMATION', 'PULMONARY ARTERIOVENOUS MALFORMATION']",2.1600000000000003e-05,1.4078389535807931e-08
4717,55962,1,HP:0100858,"['SNOMEDCT_US:111290000', 'UMLS:C0264969', 'HP:0100858']",DILATATION OF CELIAC ARTERY,1.29e-05,5.219940487499688e-09
4718,70480,2,HP:0002604,"['UMLS:C1619711', 'HP:0002604']","['SMALL, ENLARGED BLOOD VESSELS NEAR SKIN', 'GI TELANGIECTASIA', 'GASTROINTESTINAL TELANGIECTASIA']",2.2e-05,1.4339100453137703e-08
4719,81820,1,HP:0011934,"['UMLS:C4023119', 'HP:0011934']",DILATATION OF MESENTERIC ARTERY,3.39e-05,1.3717518025289877e-08
4720,63490,2,HP:0004406,"['HP:0003684', 'UMLS:C3809715', 'HP:0004406']","['RECURRENT EPISTAXES', 'SPONTANEOUS, RECURRENT NOSEBLEED', 'RECURRING NOSEBLEED', 'RECURRENT EPISTAXIS', 'SPONTANEOUS, RECURRENT EPISTAXIS']",1.49e-05,9.711481670534172e-09
4721,111580,2,HP:0000227,"['UMLS:C4025878', 'UMLS:C4280668', 'HP:0000227']","['LINGUAL TELANGIECTASIA', 'SPIDER VEINS OF THE TONGUE', 'LINGUAL ANGIOECTASIAS', 'ANGIOECTASIAS OF THE TONGUE', 'TONGUE TELANGIECTASIA']",2.1600000000000003e-05,1.4078389535807931e-08
4722,72381,2,http://purl.obolibrary.org/obo/HP_0030049,"['SNOMEDCT_US:441806004', 'MESH:D001922', 'UMLS:C0006105', 'HP:0030049']",['BRAIN ABSCESS'],1.92e-05,1.2514124031829268e-08
